frame,ii,jj,xtl,ytl,xbr,ybr
4359,4,2,328.01,0.0,416.0,28.059999999999945
4360,4,1,321.76,356.78999999999996,416.0,416.0
4360,4,2,321.76,0.0,416.0,19.129999999999995
4361,4,1,303.0,357.67999999999995,413.6100000000001,416.0
4361,4,2,303.0,0.0,413.6100000000001,20.019999999999982
4362,4,1,291.3900000000001,351.42999999999995,402.0,416.0
4362,4,2,291.3900000000001,0.0,402.0,13.769999999999982
4363,4,1,194.94000000000005,363.94000000000005,305.54999999999995,416.0
4363,4,2,194.94000000000005,0.0,305.54999999999995,26.269999999999982
4364,4,1,0.0,394.29999999999995,102.81999999999994,416.0
4364,4,2,0.0,0.0,102.81999999999994,56.639999999999986
4365,3,2,108.82999999999993,32.309999999999945,224.0999999999999,132.29999999999995
4366,2,2,223.9000000000001,135.72000000000003,331.45000000000005,269.6500000000001
4376,2,2,230.06999999999994,293.1199999999999,320.55999999999995,406.95000000000005
4377,2,2,297.97,257.6300000000001,388.46000000000004,371.46000000000004
4378,2,2,355.06999999999994,231.3900000000001,416.0,345.22
4378,3,2,0.0,231.3900000000001,29.559999999999945,345.22
4379,2,2,365.8699999999999,192.80999999999995,416.0,306.6400000000001
4379,3,2,0.0,192.80999999999995,40.3599999999999,306.6400000000001
4380,2,2,348.9000000000001,180.47000000000003,416.0,294.29999999999995
4380,3,2,0.0,180.47000000000003,23.38000000000011,294.29999999999995
4381,2,2,368.96000000000004,172.75,416.0,286.5799999999999
4381,3,2,0.0,172.75,43.440000000000055,286.5799999999999
4382,2,2,373.5899999999999,178.92999999999995,416.0,292.75
4382,3,2,0.0,178.92999999999995,48.069999999999936,292.75
4383,2,2,384.3900000000001,186.64,416.0,300.47
4383,3,2,0.0,186.64,58.88000000000011,300.47
4384,2,2,339.6400000000001,191.26999999999998,416.0,305.0999999999999
4384,3,2,0.0,191.26999999999998,14.11999999999989,305.0999999999999
4385,2,2,264.02,169.66999999999996,354.5,283.49
4386,2,2,217.72000000000003,149.60000000000002,308.21000000000004,263.43000000000006
4387,2,2,217.72000000000003,106.38999999999999,308.21000000000004,220.22000000000003
4388,2,2,239.32999999999993,84.78999999999996,329.80999999999995,198.6199999999999
4389,2,2,236.24,84.78999999999996,326.73,198.6199999999999
4390,2,2,229.29999999999995,90.96000000000004,319.78,204.78999999999996
4391,2,2,222.3499999999999,97.13,312.8399999999999,210.96000000000004
4392,2,2,215.41000000000008,103.30999999999995,305.8900000000001,217.1400000000001
4393,2,2,208.46000000000004,109.48000000000002,298.95000000000005,223.30999999999995
4394,2,2,192.26,101.75999999999999,282.74,215.58999999999992
4395,2,2,176.05999999999995,94.04999999999995,266.53999999999996,207.8800000000001
4396,2,2,168.34000000000003,67.80999999999995,258.81999999999994,181.64
4397,2,2,162.16999999999996,46.210000000000036,252.6500000000001,160.03999999999996
4398,2,2,157.53999999999996,40.039999999999964,248.01999999999998,153.87
4399,2,2,154.45000000000005,34.639999999999986,244.93000000000006,148.47000000000003
4400,2,2,151.36,29.24000000000001,241.83999999999992,143.05999999999995
4401,2,2,135.92999999999995,21.519999999999982,226.41000000000008,135.35000000000002
4402,2,2,126.66999999999996,15.860000000000014,217.1500000000001,129.69000000000005
4403,2,2,117.40999999999997,10.200000000000045,207.8900000000001,124.02999999999997
4404,2,2,108.14999999999998,4.539999999999964,198.6400000000001,118.37
4405,2,2,104.28999999999996,11.100000000000023,194.77999999999997,124.92999999999995
4406,2,2,100.44000000000005,17.659999999999968,190.91999999999996,131.49
4407,2,2,96.58000000000004,24.220000000000027,187.05999999999995,138.04999999999995
4408,2,2,92.72000000000003,30.779999999999973,183.20000000000005,144.61
4409,2,2,90.64999999999998,39.00999999999999,183.20000000000005,148.74
4410,2,2,88.57000000000005,47.24000000000001,183.20000000000005,152.87
4411,2,2,86.5,55.47000000000003,183.20000000000005,157.0
4412,2,2,94.73000000000002,61.129999999999995,186.29999999999995,157.0
4413,2,2,102.96000000000004,66.78999999999996,189.39999999999998,157.0
4414,2,2,111.19000000000005,72.45000000000005,192.5,157.0
4415,2,2,121.22000000000003,77.85000000000002,202.52999999999997,162.39999999999998
4416,2,2,131.25,83.25,212.55999999999995,167.79999999999995
4417,2,2,149.76999999999998,90.96000000000004,231.07999999999993,175.51999999999998
4418,2,2,160.57000000000005,95.59000000000003,241.8800000000001,180.14999999999998
4419,2,2,171.38,100.22000000000003,252.69000000000005,184.77999999999997
4420,2,2,185.26999999999998,101.76999999999998,266.56999999999994,186.32000000000005
4421,2,2,193.75,103.30999999999995,275.05999999999995,187.86
4422,2,2,202.24,104.85000000000002,283.54999999999995,189.40999999999997
4423,2,2,210.73000000000002,97.13999999999999,292.03999999999996,181.69000000000005
4424,2,2,219.22000000000003,89.41999999999996,300.53,173.98000000000002
4425,2,2,222.29999999999995,81.71000000000004,303.6099999999999,166.26
4426,2,2,225.3900000000001,73.99000000000001,306.70000000000005,158.53999999999996
4427,2,2,225.3900000000001,65.5,306.70000000000005,150.05999999999995
4428,2,2,225.3900000000001,57.01999999999998,306.70000000000005,141.57000000000005
4429,2,2,223.8499999999999,36.950000000000045,305.1500000000001,121.50999999999999
4430,2,2,219.22000000000003,26.91999999999996,300.53,111.48000000000002
4431,2,2,214.58999999999992,16.889999999999986,295.9000000000001,101.45000000000005
4432,2,2,202.24,4.539999999999964,283.54999999999995,89.10000000000002
4433,2,2,189.89,0.0,271.20000000000005,78.29999999999995
4434,2,2,186.80999999999995,0.0,268.1199999999999,76.75
4435,2,1,171.38,398.94000000000005,252.68000000000006,416.0
4435,2,2,171.38,0.0,252.68000000000006,67.5
4436,2,1,159.02999999999997,392.0,240.33999999999992,416.0
4436,2,2,159.02999999999997,0.0,240.33999999999992,60.549999999999955
4437,2,1,146.67999999999995,385.04999999999995,227.99,416.0
4437,2,2,146.67999999999995,0.0,227.99,53.610000000000014
4438,2,1,146.67999999999995,375.04999999999995,227.99,416.0
4438,2,2,146.67999999999995,0.0,227.99,43.610000000000014
4439,2,1,146.67999999999995,365.04999999999995,227.99,416.0
4439,2,2,146.67999999999995,0.0,227.99,33.610000000000014
4440,2,1,140.48000000000002,347.69000000000005,221.78999999999996,416.0
4440,2,2,140.48000000000002,0.0,221.78999999999996,16.24000000000001
4441,2,1,135.83000000000004,345.21000000000004,217.1400000000001,416.0
4441,2,2,135.83000000000004,0.0,217.1400000000001,13.759999999999991
4442,2,1,131.17999999999995,342.73,212.49,416.0
4443,2,1,126.52999999999997,340.24,207.83999999999992,416.0
4444,2,1,121.88,337.76,203.19000000000005,416.0
4445,2,1,119.39999999999998,345.52,200.71000000000004,416.0
4445,2,2,119.39999999999998,0.0,200.71000000000004,14.07000000000005
4446,2,1,116.91999999999996,353.27,198.22000000000003,416.0
4446,2,2,116.91999999999996,0.0,198.22000000000003,21.82000000000005
4447,2,1,116.61000000000001,356.37,197.91000000000008,416.0
4447,2,2,116.61000000000001,0.0,197.91000000000008,24.92999999999995
4448,2,1,116.29999999999995,359.47,197.5999999999999,416.0
4448,2,2,116.29999999999995,0.0,197.5999999999999,28.029999999999973
4449,2,1,115.99000000000001,362.57000000000005,197.28999999999996,416.0
4449,2,2,115.99000000000001,0.0,197.28999999999996,31.129999999999995
4450,2,1,115.67999999999995,365.66999999999996,196.98000000000002,416.0
4450,2,2,115.67999999999995,0.0,196.98000000000002,34.23000000000002
4451,2,1,116.91999999999996,362.08000000000004,198.22000000000003,416.0
4451,2,2,116.91999999999996,0.0,198.22000000000003,30.629999999999995
4452,2,1,118.15999999999997,358.48,199.47000000000003,416.0
4452,2,2,118.15999999999997,0.0,199.47000000000003,27.029999999999973
4453,2,1,119.39999999999998,354.88,200.71000000000004,416.0
4453,2,2,119.39999999999998,0.0,200.71000000000004,23.440000000000055
4454,2,1,120.63999999999999,351.28,201.95000000000005,416.0
4454,2,2,120.63999999999999,0.0,201.95000000000005,19.840000000000032
4455,2,1,121.88,347.69000000000005,203.19000000000005,416.0
4455,2,2,121.88,0.0,203.19000000000005,16.24000000000001
4456,2,1,122.38,344.46000000000004,203.68000000000006,416.0
4456,2,2,122.38,0.0,203.68000000000006,13.019999999999982
4457,2,1,122.87,341.24,204.18000000000006,416.0
4458,2,1,123.37,338.01,204.68000000000006,416.0
4459,2,1,123.86000000000001,334.78999999999996,205.17000000000007,416.0
4460,2,1,124.36000000000001,331.55999999999995,205.67000000000007,416.0
4461,2,1,127.99000000000001,331.47,209.29999999999995,416.0
4462,2,1,131.62,331.39,212.93000000000006,415.94000000000005
4463,2,1,135.26,331.29999999999995,216.56999999999994,415.85
4464,2,1,138.89,331.21000000000004,220.20000000000005,415.76
4465,2,1,142.51999999999998,331.12,223.82999999999993,415.66999999999996
4466,2,1,146.14999999999998,331.03,227.46000000000004,415.58000000000004
4467,2,1,149.78999999999996,330.94000000000005,231.0999999999999,415.5
4468,2,1,156.29999999999995,333.41999999999996,237.6099999999999,416.0
4469,2,1,162.80999999999995,335.9,244.1199999999999,416.0
4470,2,1,167.14999999999998,341.79999999999995,248.46000000000004,416.0
4471,2,1,171.5,347.69000000000005,252.79999999999995,416.0
4471,2,2,171.5,0.0,252.79999999999995,16.24000000000001
4472,2,1,177.08000000000004,356.37,258.3800000000001,416.0
4472,2,2,177.08000000000004,0.0,258.3800000000001,24.92999999999995
4473,2,1,180.17999999999995,359.78,261.49,416.0
4473,2,2,180.17999999999995,0.0,261.49,28.340000000000032
4474,2,1,183.27999999999997,363.19000000000005,264.5899999999999,416.0
4474,2,2,183.27999999999997,0.0,264.5899999999999,31.75
4475,2,1,180.27999999999997,360.51,261.5899999999999,416.0
4475,2,2,180.27999999999997,0.0,261.5899999999999,29.059999999999945
4476,2,1,177.27999999999997,357.82000000000005,258.5899999999999,416.0
4476,2,2,177.27999999999997,0.0,258.5899999999999,26.370000000000005
4477,2,1,174.28999999999996,355.13,255.58999999999992,416.0
4477,2,2,174.28999999999996,0.0,255.58999999999992,23.690000000000055
4478,2,1,171.28999999999996,352.44000000000005,252.5999999999999,416.0
4478,2,2,171.28999999999996,0.0,252.5999999999999,21.0
4479,2,1,168.28999999999996,349.76,249.5999999999999,416.0
4479,2,2,168.28999999999996,0.0,249.5999999999999,18.309999999999945
4480,2,1,165.28999999999996,347.07000000000005,246.5999999999999,416.0
4480,2,2,165.28999999999996,0.0,246.5999999999999,15.620000000000005
4481,2,1,151.64999999999998,333.41999999999996,232.96000000000004,416.0
4482,2,1,148.79999999999995,327.22,230.0999999999999,411.78
4483,2,1,145.94000000000005,321.02,227.25,405.57000000000005
4484,2,1,143.09000000000003,314.82000000000005,224.4000000000001,399.37
4485,2,1,140.24,308.62,221.54999999999995,393.16999999999996
4486,2,1,137.38,302.40999999999997,218.69000000000005,386.97
4487,2,1,131.79999999999995,293.73,213.1099999999999,378.28999999999996
4488,2,1,132.73000000000002,284.74,214.03999999999996,369.28999999999996
4489,2,1,133.65999999999997,275.75,214.97000000000003,360.29999999999995
4490,2,1,144.83000000000004,261.48,226.1400000000001,346.03999999999996
4491,2,1,148.54999999999995,261.02,229.8599999999999,345.57000000000005
4492,2,1,152.26999999999998,260.54999999999995,233.57999999999993,345.11
4493,2,1,155.99,260.09000000000003,237.29999999999995,344.64
4494,2,1,159.71000000000004,259.62,241.01999999999998,344.17999999999995
4495,2,1,164.88,262.30999999999995,246.19000000000005,346.86
4496,2,1,170.04999999999995,265.0,251.3599999999999,349.54999999999995
4497,2,1,175.22000000000003,267.67999999999995,256.53,352.24
4498,2,1,183.89999999999998,270.78999999999996,265.21000000000004,355.34000000000003
4499,2,1,193.20000000000005,281.33000000000004,274.51,365.88
4500,2,1,201.8800000000001,291.25,283.19000000000005,375.80999999999995
4501,2,1,206.5999999999999,299.32000000000005,289.52,381.02
4502,2,1,211.30999999999995,307.38,295.8399999999999,386.23
4503,2,1,216.01999999999998,315.45000000000005,302.1700000000001,391.44000000000005
4504,2,1,220.73000000000002,323.51,308.49,396.65
4505,2,1,225.44000000000005,331.58000000000004,314.81999999999994,401.86
4506,2,1,225.44000000000005,329.72,314.81999999999994,399.99
4507,2,1,224.6099999999999,334.26,313.99,404.53999999999996
4508,2,1,223.78999999999996,338.80999999999995,313.1700000000001,409.09000000000003
4509,2,1,222.96000000000004,343.36,312.3399999999999,413.64
4510,2,1,220.48000000000002,353.28,309.8599999999999,416.0
4511,2,1,213.66000000000008,352.87,303.03999999999996,416.0
4512,2,1,206.83999999999992,352.46000000000004,296.21000000000004,416.0
4513,2,1,200.01,352.03999999999996,289.3900000000001,416.0
4514,2,1,195.47000000000003,345.84000000000003,284.8399999999999,416.0
4515,2,1,190.91999999999996,339.64,280.29999999999995,409.91999999999996
4516,2,1,186.37,333.44000000000005,275.75,403.72
4517,2,1,176.45000000000005,332.79999999999995,253.4000000000001,416.0
4518,2,1,105.12,321.0,180.20000000000005,410.53999999999996
4519,2,1,11.480000000000018,280.69000000000005,86.54999999999995,370.22
4520,1,1,342.5,198.79999999999995,407.04999999999995,278.44000000000005
4521,1,1,246.04999999999995,155.03999999999996,310.59000000000003,234.67999999999995
4522,1,1,103.15999999999997,132.71000000000004,167.70000000000005,212.35000000000002
4523,0,1,293.21,172.0,371.2,240.03999999999996
4524,0,1,161.04,142.52999999999997,239.03,210.57000000000005
4525,0,1,109.24,71.07999999999998,187.23,139.12
4526,0,1,71.73,11.25,149.72,79.27999999999997
4527,0,0,32.44,395.99,110.42,416.0
4527,0,1,32.44,0.0,110.42,48.02999999999997
4528,0,0,11.9,394.2,89.88,416.0
4528,0,1,11.9,0.0,89.88,46.24000000000001
4529,0,0,0.0,390.63,73.81,416.0
4529,0,1,0.0,0.0,73.81,42.670000000000016
4530,0,0,0.0,375.45,65.77,416.0
4530,0,1,0.0,0.0,65.77,27.49000000000001
4531,0,0,0.0,368.3,64.88,416.0
4531,0,1,0.0,0.0,64.88,20.339999999999975
4532,0,0,0.0,361.16,63.99,416.0
4533,0,0,0.0,377.31,61.4,416.0
4533,0,1,0.0,0.0,61.4,29.350000000000023
4534,0,0,0.0,393.46,58.82,416.0
4534,0,1,0.0,0.0,58.82,45.5
4535,0,1,0.0,88.14999999999998,36.85,156.17999999999995
4536,0,1,0.0,88.14999999999998,36.85,156.17999999999995
10009,0,1,373.98,388.0,415.5,416.0
10010,0,1,364.67,385.52,406.2,416.0
10011,0,1,365.92,372.5,407.44,405.38
10012,0,1,362.82,368.15999999999997,404.34,401.03999999999996
10013,0,1,359.09,360.71000000000004,400.62,393.6
10014,0,1,362.82,360.71000000000004,404.34,393.6
10023,0,1,250.6,240.40999999999997,328.08,274.70000000000005
10024,0,1,277.6,238.79999999999995,311.5,272.70000000000005
10063,0,1,288.75,266.94000000000005,341.4,290.1
10064,0,1,266.36,268.65999999999997,319.0,291.82000000000005
10065,0,1,245.25,265.22,309.1,293.5
10066,0,1,244.39,260.90999999999997,308.24,289.19000000000005
10067,0,1,243.96,249.71000000000004,307.81,278.0
10068,0,1,252.58,250.57000000000005,300.1,278.86
10069,0,1,278.42,252.73000000000002,325.94,281.01
10070,0,1,299.52,275.12,347.04,303.40999999999997
10071,0,1,305.21,309.23,352.73,345.29999999999995
10072,0,1,290.56,343.69000000000005,338.09,379.75
10073,0,1,257.4,369.1,304.93,405.15999999999997
10074,0,1,215.19,387.62,262.72,416.0
10075,0,2,185.91,0.0,245.5,33.51999999999998
10076,0,2,188.1,6.980000000000018,244.78,47.200000000000045
10077,0,2,179.13,31.700000000000045,235.8,74.83000000000004
10078,0,2,180.56,46.40999999999997,237.24,89.54999999999995
10079,0,2,181.64,49.289999999999964,238.31,92.41999999999996
10080,0,2,178.77,56.460000000000036,235.44,99.60000000000002
10081,0,2,184.87,47.10000000000002,259.8,91.34000000000003
10082,0,2,193.12,25.57000000000005,268.05,69.80999999999995
10083,0,2,202.46,27.0,277.39,71.24000000000001
10084,0,2,209.28,38.49000000000001,284.21,82.73000000000002
10085,0,2,217.53,39.210000000000036,292.46,83.45000000000005
10086,0,2,218.07,37.950000000000045,293.0,82.19000000000005
10087,0,2,218.61,36.690000000000055,293.54,80.94000000000005
10088,0,2,226.68,31.850000000000023,301.61,76.09000000000003
10089,0,2,234.76,27.0,309.69,71.24000000000001
10090,0,2,240.86,24.850000000000023,315.79,69.09000000000003
10091,0,2,233.14,17.66999999999996,308.07,61.90999999999997
10092,0,2,225.42,10.490000000000009,300.36,54.73000000000002
10093,0,2,231.17,0.0,306.1,43.25
10094,0,2,239.42,0.0,314.35,34.639999999999986
10095,0,2,243.37,0.0,318.3,31.049999999999955
10096,0,1,249.11,395.63,324.04,416.0
10096,0,2,249.11,0.0,324.04,23.870000000000005
10097,0,1,266.7,394.54999999999995,341.63,416.0
10097,0,2,266.7,0.0,341.63,22.789999999999964
10098,0,1,277.24,393.30999999999995,352.17,416.0
10098,0,2,277.24,0.0,352.17,21.549999999999955
10099,0,1,264.84,387.1,343.5,416.0
10099,0,2,264.84,0.0,343.5,26.519999999999982
10100,0,1,271.04,377.17999999999995,349.7,416.0
10100,0,2,271.04,0.0,349.7,16.590000000000032
10101,0,1,280.34,357.33000000000004,359.0,412.75
10102,0,1,303.29,328.79999999999995,381.95,384.22
10103,0,1,323.76,297.16999999999996,402.42,352.59000000000003
10104,0,1,361.59,297.79999999999995,416.0,348.25
10104,1,1,0.0,297.79999999999995,23.600000000000023,348.25
10105,1,1,0.0,329.42999999999995,70.73000000000002,379.88
10106,1,1,33.64999999999998,352.38,111.66999999999996,402.82000000000005
10107,1,1,88.80000000000001,385.87,162.51999999999998,416.0
10107,1,2,88.80000000000001,0.0,162.51999999999998,30.899999999999977
10108,1,1,124.14999999999998,399.51,188.60000000000002,416.0
10108,1,2,124.14999999999998,0.0,188.60000000000002,36.5
10109,1,2,133.46000000000004,0.0,197.89999999999998,45.17999999999995
10110,1,2,135.94000000000005,0.0,200.38,49.51999999999998
10111,1,2,132.84000000000003,0.0,197.27999999999997,38.98000000000002
10112,1,1,134.70000000000005,397.65,199.14,416.0
10112,1,2,134.70000000000005,0.0,199.14,34.639999999999986
10113,1,2,145.86,0.0,210.30999999999995,47.65999999999997
10114,1,2,156.58000000000004,0.0,213.0,40.5
10115,1,2,147.64999999999998,0.0,204.07000000000005,40.5
10116,1,2,142.62,0.0,199.04999999999995,37.99000000000001
10117,1,2,145.14,0.0,201.55999999999995,34.75999999999999
10118,1,2,149.26,0.0,205.69000000000005,35.120000000000005
10119,1,2,153.39,0.0,209.80999999999995,35.48000000000002
10120,1,2,153.39,0.0,209.80999999999995,40.860000000000014
10121,1,2,148.37,3.8099999999999454,204.78999999999996,45.16999999999996
10122,1,2,146.33000000000004,6.2000000000000455,202.76,47.559999999999945
10123,1,2,144.29999999999995,8.590000000000032,200.72000000000003,49.950000000000045
10124,1,2,142.26999999999998,10.990000000000009,198.69000000000005,52.34000000000003
10125,1,2,142.17999999999995,11.700000000000045,198.60000000000002,53.059999999999945
10126,1,2,142.09000000000003,12.419999999999959,198.51,53.77999999999997
10127,1,2,142.0,13.139999999999986,198.41999999999996,54.5
10128,1,2,141.90999999999997,13.860000000000014,198.33000000000004,55.210000000000036
10129,1,2,144.41999999999996,16.730000000000018,200.84000000000003,58.09000000000003
10130,1,2,146.94000000000005,19.600000000000023,203.36,60.960000000000036
10131,1,2,147.16999999999996,21.50999999999999,203.60000000000002,62.870000000000005
10132,1,2,147.40999999999997,23.42999999999995,203.84000000000003,64.78999999999996
10133,1,2,147.64999999999998,25.340000000000032,204.07000000000005,66.70000000000005
10134,1,2,147.28999999999996,23.42999999999995,203.72000000000003,64.78999999999996
10135,1,2,146.92999999999995,21.50999999999999,203.36,62.870000000000005
10136,1,2,146.58000000000004,19.600000000000023,203.0,60.960000000000036
10137,1,2,145.14,17.450000000000045,201.55999999999995,58.799999999999955
10138,1,2,143.71000000000004,15.289999999999964,200.13,56.64999999999998
10139,1,2,142.26999999999998,13.139999999999986,198.69000000000005,54.5
10140,1,2,142.26999999999998,10.600000000000023,199.10000000000002,54.5
10141,1,2,142.09000000000003,7.3700000000000045,198.91999999999996,51.26999999999998
10142,1,2,141.90999999999997,4.139999999999986,198.74,48.039999999999964
10143,1,2,138.30999999999995,0.0,199.82000000000005,42.110000000000014
10144,1,2,134.70000000000005,0.0,200.89,36.190000000000055
10145,1,1,135.77999999999997,396.49,201.97000000000003,416.0
10145,1,2,135.77999999999997,0.0,201.97000000000003,31.889999999999986
10146,1,1,136.49,393.62,202.69000000000005,416.0
10146,1,2,136.49,0.0,202.69000000000005,29.019999999999982
10147,1,1,137.21000000000004,390.75,203.39999999999998,416.0
10147,1,2,137.21000000000004,0.0,203.39999999999998,26.139999999999986
10148,1,1,136.30999999999995,391.55999999999995,202.51,416.0
10148,1,2,136.30999999999995,0.0,202.51,26.950000000000045
10149,1,1,135.41999999999996,392.37,201.61,416.0
10149,1,2,135.41999999999996,0.0,201.61,27.75999999999999
10150,1,1,134.51999999999998,393.16999999999996,200.71000000000004,416.0
10150,1,2,134.51999999999998,0.0,200.71000000000004,28.57000000000005
10151,1,1,133.62,393.98,199.80999999999995,416.0
10151,1,2,133.62,0.0,199.80999999999995,29.379999999999995
10152,1,1,132.77999999999997,392.04999999999995,196.80999999999995,416.0
10152,1,2,132.77999999999997,0.0,196.80999999999995,31.409999999999968
10153,1,1,131.95000000000005,390.13,193.79999999999995,416.0
10153,1,2,131.95000000000005,0.0,193.79999999999995,33.440000000000055
10154,1,1,131.11,388.20000000000005,190.79999999999995,416.0
10154,1,2,131.11,0.0,190.79999999999995,35.48000000000002
10155,1,1,130.02999999999997,388.70000000000005,189.72000000000003,416.0
10155,1,2,130.02999999999997,0.0,189.72000000000003,33.47000000000003
10156,1,1,128.96000000000004,389.20000000000005,188.64999999999998,416.0
10156,1,2,128.96000000000004,0.0,188.64999999999998,31.460000000000036
10157,1,1,127.88,389.70000000000005,187.57000000000005,416.0
10157,1,2,127.88,0.0,187.57000000000005,29.450000000000045
10158,1,1,126.79999999999995,390.20000000000005,186.49,416.0
10158,1,2,126.79999999999995,0.0,186.49,27.440000000000055
10159,1,1,125.73000000000002,390.70000000000005,185.41999999999996,416.0
10159,1,2,125.73000000000002,0.0,185.41999999999996,25.42999999999995
10160,1,1,109.58000000000004,391.78,169.26999999999998,416.0
10160,1,2,109.58000000000004,0.0,169.26999999999998,26.5
10161,1,1,82.30000000000001,391.4,147.39999999999998,416.0
10161,1,2,82.30000000000001,0.0,147.39999999999998,26.5
10162,1,1,81.22000000000003,382.07000000000005,146.32000000000005,416.0
10162,1,2,81.22000000000003,0.0,146.32000000000005,17.16999999999996
10163,1,1,96.84000000000003,370.0,169.79999999999995,416.0
10164,1,1,126.45000000000005,372.38,191.53999999999996,416.0
10165,1,1,153.70000000000005,385.29999999999995,226.72000000000003,416.0
10166,1,1,204.29999999999995,388.53,285.58000000000004,416.0
10166,1,2,204.29999999999995,0.0,285.58000000000004,28.299999999999955
10167,1,2,267.47,0.5,344.4,34.39999999999998
10168,1,2,311.29999999999995,23.83000000000004,387.11,72.39999999999998
10169,1,2,318.70000000000005,26.92999999999995,414.4,87.29999999999995
10170,1,2,325.6,38.559999999999945,416.0,104.10000000000002
10171,1,2,313.55999999999995,32.52999999999997,416.0,100.66999999999996
10172,1,2,298.91999999999996,24.779999999999973,415.69000000000005,92.91999999999996
10173,1,2,296.76,15.299999999999955,413.53999999999996,83.44000000000005
10174,1,1,304.51,401.59000000000003,416.0,416.0
10174,1,2,304.51,0.0,416.0,53.73000000000002
10175,1,1,310.53999999999996,377.47,416.0,416.0
